															
b	39.58	13.91	u	g	w	v	8.63	t	t	6.00	t	g	70.00	0.00	+
b	56.42	28.00	y	p	c	v	28.50	t	t	40.00	f	g	0.00	15.00	+
b	54.33	6.75	u	g	c	h	2.63	t	t	11.00	t	g	0.00	284.00	+
a	41.00	2.04	y	p	q	h	0.13	t	t	23.00	t	g	455.00	1236.00	+
b	31.92	4.46	u	g	cc	h	6.04	t	t	3.00	f	g	311.00	300.00	+
b	41.50	1.54	u	g	i	bb	3.50	f	f	0.00	f	g	216.00	0.00	+
b	23.92	0.67	u	g	c	v	0.17	f	f	0.00	f	g	100.00	0.00	+
a	25.75	0.50	u	g	c	h	0.88	t	f	0.00	t	g	491.00	0.00	+
b	26.00	1.00	u	g	q	v	1.75	t	f	0.00	t	g	280.00	0.00	+
b	37.42	2.04	u	g	w	v	0.04	t	f	0.00	t	g	400.00	5800.00	+
b	34.92	2.50	u	g	w	v	0.00	t	f	0.00	t	g	239.00	200.00	+
b	34.25	3.00	u	g	cc	h	7.41	t	f	0.00	t	g	0.00	0.00	+
b	23.33	11.63	y	p	w	v	0.83	t	f	0.00	t	g	160.00	300.00	+
b	23.17	0.00	u	g	cc	v	0.09	t	f	0.00	f	g	0.00	0.00	+
b	44.33	0.50	u	g	i	h	5.00	t	f	0.00	t	g	320.00	0.00	+
b	35.17	4.50	u	g	x	h	5.75	f	f	0.00	t	s	711.00	0.00	+
b	43.25	3.00	u	g	q	h	6.00	t	t	11.00	f	g	80.00	0.00	+
b	56.75	12.25	u	g	m	v	1.25	t	t	4.00	t	g	200.00	0.00	+
b	31.67	16.17	u	g	d	v	3.00	t	t	9.00	f	g	250.00	730.00	+
a	23.42	0.79	y	p	q	v	1.50	t	t	2.00	t	g	80.00	400.00	+
a	20.42	0.83	u	g	q	v	1.59	t	t	1.00	f	g	0.00	0.00	+
b	26.67	4.25	u	g	cc	v	4.29	t	t	1.00	t	g	120.00	0.00	+
b	34.17	1.54	u	g	cc	v	1.54	t	t	1.00	t	g	520.00	50000.00	+
a	36.00	1.00	u	g	c	v	2.00	t	t	11.00	f	g	0.00	456.00	+
b	25.50	0.38	u	g	m	v	0.25	t	t	3.00	f	g	260.00	15108.00	+
b	19.42	6.50	u	g	w	h	1.46	t	t	7.00	f	g	80.00	2954.00	+
b	35.17	25.13	u	g	x	h	1.63	t	t	1.00	t	g	515.00	500.00	+
b	32.33	7.50	u	g	e	bb	1.59	t	f	0.00	t	s	420.00	0.00	-
b	34.83	4.00	u	g	d	bb	12.50	t	f	0.00	t	g	184.01	0.00	-
a	38.58	5.00	u	g	cc	v	13.50	t	f	0.00	t	g	980.00	0.00	-
b	44.25	0.50	u	g	m	v	10.75	t	f	0.00	f	s	400.00	0.00	-
b	44.83	7.00	y	p	c	v	1.63	f	f	0.00	f	g	160.00	2.00	-
b	20.67	5.29	u	g	q	v	0.38	t	t	1.00	f	g	160.00	0.00	-
b	34.08	6.50	u	g	aa	v	0.13	t	f	0.00	t	g	443.00	0.00	-
a	19.17	0.58	y	p	aa	v	0.58	t	f	0.00	t	g	160.00	0.00	-
b	21.67	1.16	y	p	k	v	2.50	t	t	1.00	f	g	180.00	20.00	-
b	21.50	9.75	u	g	c	v	0.25	t	f	0.00	f	g	140.00	0.00	-
b	49.58	19.00	u	g	ff	ff	0.00	t	t	1.00	f	g	94.00	0.00	-
a	27.67	1.50	u	g	m	v	2.00	t	f	0.00	f	s	368.00	0.00	-
b	39.83	0.50	u	g	m	v	0.25	t	f	0.00	f	s	288.00	0.00	-
a	31.57	3.50	u	g	d	v	3.00	t	f	0.00	t	g	300.00	0.00	-
b	27.25	0.63	u	g	aa	v	0.46	t	f	0.00	t	g	200.00	0.00	-
b	37.17	4.00	u	g	c	bb	5.00	t	f	0.00	t	s	280.00	0.00	-
b	31.57	0.38	u	g	d	v	0.88	t	f	0.00	t	s	928.00	0.00	-
b	25.67	2.21	y	p	aa	v	4.00	t	f	0.00	f	g	188.00	0.00	-
b	34.00	4.50	u	g	aa	v	1.00	t	f	0.00	t	g	240.00	0.00	-
a	49.00	1.50	u	g	j	j	0.00	t	f	0.00	t	g	100.00	27.00	-
b	62.50	12.75	y	p	c	h	5.00	t	f	0.00	f	g	112.00	0.00	-
b	31.42	15.50	u	g	c	v	0.50	t	f	0.00	f	g	120.00	0.00	-
b	31.57	5.00	y	p	aa	v	8.50	t	f	0.00	f	g	0.00	0.00	-
b	52.33	1.38	y	p	c	h	9.46	t	f	0.00	t	g	200.00	100.00	-
b	28.75	1.50	y	p	c	v	1.50	t	f	0.00	t	g	0.00	225.00	-
a	28.58	3.54	u	g	i	bb	0.50	t	f	0.00	t	g	171.00	0.00	-
b	23.00	0.63	y	p	aa	v	0.13	t	f	0.00	f	g	180.00	1.00	-
b	31.57	0.50	u	g	c	bb	0.83	t	f	0.00	t	s	320.00	0.00	-
a	22.50	11.00	y	p	q	v	3.00	t	f	0.00	t	g	268.00	0.00	-
a	28.50	1.00	u	g	q	v	1.00	t	t	2.00	t	g	167.00	500.00	-
b	37.50	1.75	y	p	c	bb	0.25	t	f	0.00	t	g	164.00	400.00	-
b	35.25	16.50	y	p	c	v	4.00	t	f	0.00	f	g	80.00	0.00	-
b	18.67	5.00	u	g	q	v	0.38	t	t	2.00	f	g	0.00	38.00	-
b	25.00	12.00	u	g	k	v	2.25	t	t	2.00	t	g	120.00	5.00	-
b	27.83	4.00	y	p	i	h	5.75	t	t	2.00	t	g	75.00	0.00	-
b	54.83	15.50	u	g	e	z	0.00	t	t	20.00	f	g	152.00	130.00	-
b	28.75	1.16	u	g	k	v	0.50	t	f	0.00	f	s	280.00	0.00	-
a	25.00	11.00	y	p	aa	v	4.50	t	f	0.00	f	g	120.00	0.00	-
b	40.92	2.25	y	p	x	h	10.00	t	f	0.00	t	g	176.00	0.00	-
a	19.75	0.75	u	g	c	v	0.80	t	t	5.00	t	g	140.00	5.00	-
b	29.17	3.50	u	g	w	v	3.50	t	t	3.00	t	g	329.00	0.00	-
a	24.50	1.04	y	p	ff	ff	0.50	t	t	3.00	f	g	180.00	147.00	-
b	24.58	12.50	u	g	w	v	0.88	t	f	0.00	t	g	260.00	0.00	-
a	33.75	0.75	u	g	k	bb	1.00	t	t	3.00	t	g	212.00	0.00	-
b	20.67	1.25	y	p	c	h	1.38	t	t	3.00	t	g	140.00	210.00	-
a	25.42	1.13	u	g	q	v	1.29	t	t	2.00	f	g	200.00	0.00	-
b	37.75	7.00	u	g	q	h	11.50	t	t	7.00	t	g	300.00	5.00	-
b	52.50	6.50	u	g	k	v	6.29	t	t	15.00	f	g	0.00	11202.00	+
b	57.83	7.04	u	g	m	v	14.00	t	t	6.00	t	g	360.00	1332.00	+
a	20.75	10.34	u	g	cc	h	0.34	t	t	1.00	t	g	80.00	50.00	+
b	39.92	6.21	u	g	q	v	0.04	t	t	1.00	f	g	200.00	300.00	+
b	25.67	12.50	u	g	cc	v	1.21	t	t	67.00	t	g	140.00	258.00	+
a	24.75	12.50	u	g	aa	v	1.50	t	t	12.00	t	g	120.00	567.00	+
a	44.17	6.66	u	g	q	v	7.38	t	t	3.00	t	g	0.00	0.00	+
a	23.50	9.00	u	g	q	v	8.50	t	t	5.00	t	g	120.00	0.00	+
b	34.92	5.00	u	g	x	h	7.50	t	t	6.00	t	g	0.00	1000.00	+
b	47.67	2.50	u	g	m	bb	2.50	t	t	12.00	t	g	410.00	2510.00	+
b	22.75	11.00	u	g	q	v	2.50	t	t	7.00	t	g	100.00	809.00	+
b	34.42	4.25	u	g	i	bb	3.25	t	t	2.00	f	g	274.00	610.00	+
a	28.42	3.50	u	g	w	v	0.83	t	f	0.00	f	s	280.00	0.00	+
b	67.75	5.50	u	g	e	z	13.00	t	t	1.00	t	g	0.00	0.00	+
b	20.42	1.84	u	g	c	v	2.25	t	t	1.00	f	g	100.00	150.00	+
a	47.42	8.00	u	g	e	bb	6.50	t	t	6.00	f	g	375.00	51100.00	+
b	36.25	5.00	u	g	c	bb	2.50	t	t	6.00	f	g	0.00	367.00	+
b	32.67	5.50	u	g	q	h	5.50	t	t	12.00	t	g	408.00	1000.00	+
b	48.58	6.50	u	g	q	h	6.00	t	f	0.00	t	g	350.00	0.00	+
b	39.92	0.54	y	p	aa	v	0.50	t	t	3.00	f	g	200.00	1000.00	+
b	33.58	2.75	u	g	m	v	4.25	t	t	6.00	f	g	204.00	0.00	+
a	18.83	9.50	u	g	w	v	1.63	t	t	6.00	t	g	40.00	600.00	+
a	26.92	13.50	u	g	q	h	5.00	t	t	2.00	f	g	0.00	5000.00	+
a	31.25	3.75	u	g	cc	h	0.63	t	t	9.00	t	g	181.00	0.00	+
a	56.50	16.00	u	g	j	ff	0.00	t	t	15.00	f	g	0.00	247.00	+
b	43.00	0.29	y	p	cc	h	1.75	t	t	8.00	f	g	100.00	375.00	+
b	22.33	11.00	u	g	w	v	2.00	t	t	1.00	f	g	80.00	278.00	+
b	27.25	1.66	u	g	cc	h	5.09	t	t	9.00	f	g	399.00	827.00	+
b	32.83	2.50	u	g	cc	h	2.75	t	t	6.00	f	g	160.00	2072.00	+
b	23.25	1.50	u	g	q	v	2.38	t	t	3.00	t	g	0.00	582.00	+
a	40.33	7.54	y	p	q	h	8.00	t	t	14.00	f	g	0.00	2300.00	+
a	30.50	6.50	u	g	c	bb	4.00	t	t	7.00	t	g	0.00	3065.00	+
a	52.83	15.00	u	g	c	v	5.50	t	t	14.00	f	g	0.00	2200.00	+
a	46.67	0.46	u	g	cc	h	0.41	t	t	11.00	t	g	440.00	6.00	+
a	58.33	10.00	u	g	q	v	4.00	t	t	14.00	f	g	0.00	1602.00	+
b	37.33	6.50	u	g	m	h	4.25	t	t	12.00	t	g	93.00	0.00	+
b	23.08	2.50	u	g	c	v	1.09	t	t	11.00	t	g	60.00	2184.00	+
b	32.75	1.50	u	g	cc	h	5.50	t	t	3.00	t	g	0.00	0.00	+
a	21.67	11.50	y	p	j	j	0.00	t	t	11.00	t	g	0.00	0.00	+
a	28.50	3.04	y	p	x	h	2.54	t	t	1.00	f	g	70.00	0.00	+
a	68.67	15.00	u	g	e	z	0.00	t	t	14.00	f	g	0.00	3376.00	+
b	28.00	2.00	u	g	k	h	4.16	t	t	2.00	t	g	181.00	0.00	+
b	34.08	0.08	y	p	m	bb	0.04	t	t	1.00	t	g	280.00	2000.00	+
b	27.67	2.00	u	g	x	h	1.00	t	t	4.00	f	g	140.00	7544.00	+
b	44.00	2.00	u	g	m	v	1.75	t	t	2.00	t	g	0.00	15.00	+
b	25.08	1.71	u	g	x	v	1.66	t	t	1.00	t	g	395.00	20.00	+
b	32.00	1.75	y	p	e	h	0.04	t	f	0.00	t	g	393.00	0.00	+
a	60.58	16.50	u	g	q	v	11.00	t	f	0.00	t	g	21.00	10561.00	+
a	40.83	10.00	u	g	q	h	1.75	t	f	0.00	f	g	29.00	837.00	+
b	19.33	9.50	u	g	q	v	1.00	t	f	0.00	t	g	60.00	400.00	+
a	32.33	0.54	u	g	cc	v	0.04	t	f	0.00	f	g	440.00	11177.00	+
b	36.67	3.25	u	g	q	h	9.00	t	f	0.00	t	g	102.00	639.00	+
b	37.50	1.13	y	p	d	v	1.50	f	f	0.00	t	g	431.00	0.00	+
a	25.08	2.54	y	p	aa	v	0.25	t	f	0.00	t	g	370.00	0.00	+
b	41.33	0.00	u	g	c	bb	15.00	t	f	0.00	f	g	0.00	0.00	+
b	56.00	12.50	u	g	k	h	8.00	t	f	0.00	t	g	24.00	2028.00	+
a	49.83	13.59	u	g	k	h	8.50	t	f	0.00	t	g	0.00	0.00	+
b	22.67	10.50	u	g	q	h	1.34	t	f	0.00	f	g	100.00	0.00	+
b	27.00	1.50	y	p	w	v	0.38	t	f	0.00	t	g	260.00	1065.00	+
b	25.00	12.50	u	g	aa	v	3.00	t	f	0.00	t	s	20.00	0.00	+
a	26.08	8.66	u	g	aa	v	1.41	t	f	0.00	f	g	160.00	150.00	+
a	18.42	9.25	u	g	q	v	1.21	t	t	4.00	f	g	60.00	540.00	+
b	20.17	8.17	u	g	aa	v	1.96	t	t	14.00	f	g	60.00	158.00	+
b	47.67	0.29	u	g	c	bb	15.00	t	t	20.00	f	g	0.00	15000.00	+
a	21.25	2.34	u	g	i	bb	0.50	t	t	4.00	f	s	80.00	0.00	+
a	20.67	3.00	u	g	q	v	0.17	t	t	3.00	f	g	100.00	6.00	+
a	57.08	19.50	u	g	c	v	5.50	t	t	7.00	f	g	0.00	3000.00	+
a	22.42	5.66	u	g	q	v	2.59	t	t	7.00	f	g	129.00	3257.00	+
b	48.75	8.50	u	g	c	h	12.50	t	t	9.00	f	g	181.00	1655.00	+
b	40.00	6.50	u	g	aa	bb	3.50	t	t	1.00	f	g	0.00	500.00	+
b	40.58	5.00	u	g	c	v	5.00	t	t	7.00	f	g	0.00	3065.00	+
a	28.67	1.04	u	g	c	v	2.50	t	t	5.00	t	g	300.00	1430.00	+
a	33.08	4.63	u	g	q	h	1.63	t	t	2.00	f	g	0.00	0.00	+
b	21.33	10.50	u	g	c	v	3.00	t	f	0.00	t	g	0.00	0.00	+
b	42.00	0.20	u	g	i	h	5.13	t	f	0.00	f	g	400.00	0.00	+
b	41.75	0.96	u	g	x	v	2.50	t	f	0.00	f	g	510.00	600.00	+
b	22.67	1.59	y	p	w	v	3.09	t	t	6.00	f	g	80.00	0.00	+
b	34.50	4.04	y	p	i	bb	8.50	t	t	7.00	t	g	195.00	0.00	+
b	28.25	5.04	y	p	c	bb	1.50	t	t	8.00	t	g	144.00	7.00	+
b	33.17	3.16	y	p	x	v	3.16	t	t	3.00	t	g	380.00	0.00	+
b	48.17	7.63	u	g	w	h	15.50	t	t	12.00	f	g	0.00	790.00	+
b	27.58	2.04	y	p	aa	v	2.00	t	t	3.00	t	g	370.00	560.00	+
b	22.58	10.04	u	g	x	v	0.04	t	t	9.00	f	g	60.00	396.00	+
a	24.08	0.50	u	g	q	h	1.25	t	t	1.00	f	g	0.00	678.00	+
a	41.33	1.00	u	g	i	bb	2.25	t	f	0.00	t	g	0.00	300.00	+
b	24.83	2.75	u	g	c	v	2.25	t	t	6.00	f	g	184.01	600.00	+
a	20.75	10.25	u	g	q	v	0.71	t	t	2.00	t	g	49.00	0.00	+
b	36.33	2.13	y	p	w	v	0.09	t	t	1.00	f	g	50.00	1187.00	+
a	35.42	12.00	u	g	q	h	14.00	t	t	8.00	f	g	0.00	6590.00	+
a	71.58	0.00	?	?	?	?	0.00	f	f	0.00	f	p	184.01	0.00	+
b	28.67	9.34	u	g	q	h	5.66	t	t	6.00	f	g	381.00	168.00	+
b	35.17	2.50	u	g	k	v	4.50	t	t	7.00	f	g	150.00	1270.00	+
b	39.50	4.25	u	g	c	bb	6.50	t	t	16.00	f	g	117.00	1210.00	+
b	39.33	5.88	u	g	cc	h	10.00	t	t	14.00	t	g	399.00	0.00	+
b	24.33	6.63	y	p	d	v	5.50	t	f	0.00	t	s	100.00	0.00	+
b	60.08	14.50	u	g	ff	ff	18.00	t	t	15.00	t	g	0.00	1000.00	+
b	23.08	11.50	u	g	i	v	3.50	t	t	9.00	f	g	56.00	742.00	+
b	26.67	2.71	y	p	cc	v	5.25	t	t	1.00	f	g	211.00	0.00	+
b	48.17	3.50	u	g	aa	v	3.50	t	f	0.00	f	s	230.00	0.00	+
b	41.17	4.04	u	g	cc	h	7.00	t	t	8.00	f	g	320.00	0.00	+
b	55.92	11.50	u	g	ff	ff	5.00	t	t	5.00	f	g	0.00	8851.00	+
b	53.92	9.63	u	g	e	v	8.66	t	t	5.00	f	g	0.00	0.00	+
a	18.92	9.25	y	p	c	v	1.00	t	t	4.00	t	g	80.00	500.00	+
a	50.08	12.54	u	g	aa	v	2.29	t	t	3.00	t	g	156.00	0.00	+
b	65.42	11.00	u	g	e	z	20.00	t	t	7.00	t	g	22.00	0.00	+
a	17.58	9.00	u	g	aa	v	1.38	t	f	0.00	t	g	0.00	0.00	+
a	18.83	9.54	u	g	aa	v	0.09	t	f	0.00	f	g	100.00	0.00	+
a	37.75	5.50	u	g	q	v	0.13	t	f	0.00	t	g	228.00	0.00	+
b	23.25	4.00	u	g	c	bb	0.25	t	f	0.00	t	g	160.00	0.00	+
b	18.08	5.50	u	g	k	v	0.50	t	f	0.00	f	g	80.00	0.00	+
a	22.50	8.46	y	p	x	v	2.46	f	f	0.00	f	g	164.00	0.00	+
b	19.67	0.38	u	g	q	v	2.00	t	t	2.00	t	g	80.00	0.00	+
b	22.08	11.00	u	g	cc	v	0.67	t	f	0.00	f	g	100.00	0.00	+
b	25.17	3.50	u	g	cc	v	0.63	t	t	7.00	f	g	0.00	7059.00	+
a	47.42	3.00	u	g	x	v	13.88	t	t	2.00	t	g	519.00	1704.00	+
b	33.50	1.75	u	g	x	h	4.50	t	t	4.00	t	g	253.00	857.00	+
b	27.67	13.75	u	g	w	v	5.75	t	f	0.00	t	g	487.00	500.00	+
a	58.42	21.00	u	g	i	bb	10.00	t	t	13.00	f	g	0.00	6700.00	+
a	20.67	1.84	u	g	q	v	2.09	t	t	5.00	f	g	220.00	2503.00	+
b	26.17	0.25	u	g	i	bb	0.00	t	f	0.00	t	g	0.00	0.00	+
b	21.33	7.50	u	g	aa	v	1.41	t	t	1.00	f	g	80.00	9800.00	+
b	42.83	4.63	u	g	q	v	4.58	t	f	0.00	f	s	0.00	0.00	+
b	38.17	10.13	u	g	x	v	2.50	t	t	6.00	f	g	520.00	196.00	+
b	20.50	10.00	y	p	c	v	2.50	t	f	0.00	f	s	40.00	0.00	+
b	48.25	25.08	u	g	w	v	1.75	t	t	3.00	f	g	120.00	14.00	+
b	28.33	5.00	u	g	w	v	11.00	t	f	0.00	t	g	70.00	0.00	+
a	18.75	7.50	u	g	q	v	2.71	t	t	5.00	f	g	184.01	26726.00	+
b	18.50	2.00	u	g	i	v	1.50	t	t	2.00	f	g	120.00	300.00	+
b	33.17	3.04	y	p	c	h	2.04	t	t	1.00	t	g	180.00	18027.00	+
b	45.00	8.50	u	g	cc	h	14.00	t	t	1.00	t	g	88.00	2000.00	+
a	19.67	0.21	u	g	q	h	0.29	t	t	11.00	f	g	80.00	99.00	+
?	24.50	12.75	u	g	c	bb	4.75	t	t	2.00	f	g	73.00	444.00	+
b	21.83	11.00	u	g	x	v	0.29	t	t	6.00	f	g	121.00	0.00	+
b	40.25	21.50	u	g	e	z	20.00	t	t	11.00	f	g	0.00	1200.00	+
b	41.42	5.00	u	g	q	h	5.00	t	t	6.00	t	g	470.00	0.00	+
a	17.83	11.00	u	g	x	h	1.00	t	t	11.00	f	g	0.00	3000.00	+
b	23.17	11.13	u	g	x	h	0.46	t	t	1.00	f	g	100.00	0.00	+
b	31.57	0.63	u	g	k	v	0.25	f	f	0.00	f	g	380.00	2010.00	-
b	18.17	10.25	u	g	c	h	1.09	f	f	0.00	f	g	320.00	13.00	-
b	20.00	11.05	u	g	c	v	2.00	f	f	0.00	t	g	136.00	0.00	-
b	20.00	0.00	u	g	d	v	0.50	f	f	0.00	f	g	144.00	0.00	-
a	20.75	9.54	u	g	i	v	0.04	f	f	0.00	f	g	200.00	1000.00	-
a	24.50	1.75	y	p	c	v	0.17	f	f	0.00	f	g	132.00	0.00	-
b	32.75	2.34	u	g	d	h	5.75	f	f	0.00	t	g	292.00	0.00	-
a	52.17	0.00	y	p	ff	ff	0.00	f	f	0.00	f	g	0.00	0.00	-
a	48.17	1.34	u	g	i	o	0.34	f	f	0.00	f	g	0.00	120.00	-
a	20.42	10.50	y	p	x	h	0.00	f	f	0.00	t	g	154.00	32.00	-
b	50.75	0.58	u	g	ff	ff	0.00	f	f	0.00	f	g	145.00	0.00	-
b	17.08	0.09	y	p	c	v	0.04	f	f	0.00	f	g	140.00	722.00	-
b	18.33	1.21	y	p	e	dd	0.00	f	f	0.00	f	g	100.00	0.00	-
a	32.00	6.00	u	g	d	v	1.25	f	f	0.00	f	g	272.00	0.00	-
b	59.67	1.54	u	g	q	v	0.13	t	f	0.00	t	g	260.00	0.00	+
b	18.00	0.17	u	g	q	n	0.21	f	f	0.00	f	g	200.00	40.00	+
b	37.58	0.00	?	?	?	?	0.00	f	f	0.00	f	p	184.01	0.00	+
b	32.33	2.50	u	g	c	v	1.25	f	f	0.00	t	g	280.00	0.00	-
b	18.08	6.75	y	p	m	v	0.04	f	f	0.00	f	g	140.00	0.00	-
b	38.25	10.13	y	p	k	v	0.13	f	f	0.00	f	g	160.00	0.00	-
b	30.67	2.50	u	g	cc	h	2.25	f	f	0.00	t	s	340.00	0.00	-
b	18.58	5.71	u	g	d	v	0.54	f	f	0.00	f	g	120.00	0.00	-
a	19.17	5.41	u	g	i	h	0.29	f	f	0.00	f	g	80.00	484.00	-
a	18.17	10.00	y	p	q	h	0.17	f	f	0.00	f	g	340.00	0.00	-
b	24.58	13.50	y	p	ff	ff	0.00	f	f	0.00	f	g	184.01	0.00	-
b	16.25	0.83	u	g	m	v	0.09	t	f	0.00	f	s	200.00	0.00	-
b	21.17	0.88	y	p	c	h	0.25	f	f	0.00	f	g	280.00	204.00	-
b	23.92	0.58	y	p	cc	h	0.13	f	f	0.00	f	g	240.00	1.00	-
b	17.67	4.46	u	g	c	v	0.25	f	f	0.00	f	s	80.00	0.00	-
a	16.50	1.25	u	g	q	v	0.25	f	t	1.00	f	g	108.00	98.00	-
b	23.25	12.63	u	g	c	v	0.13	f	t	2.00	f	g	0.00	5552.00	-
b	17.58	10.00	u	g	w	h	0.17	f	t	1.00	f	g	120.00	1.00	-
a	31.57	1.50	u	g	ff	ff	0.00	f	t	2.00	t	g	200.00	105.00	-
b	29.50	0.58	u	g	w	v	0.29	f	t	1.00	f	g	340.00	2803.00	-
b	18.83	0.41	y	p	c	v	0.17	f	t	1.00	f	g	200.00	1.00	-
a	21.75	1.75	y	p	j	j	0.00	f	f	0.00	f	g	160.00	0.00	-
b	23.00	0.75	u	g	m	v	0.50	f	f	0.00	t	s	320.00	0.00	-
a	18.25	10.00	u	g	w	v	1.00	f	t	1.00	f	g	120.00	1.00	-
b	25.42	0.54	u	g	w	v	0.17	f	t	1.00	f	g	272.00	444.00	-
b	35.75	2.41	u	g	w	v	0.13	f	t	2.00	f	g	220.00	1.00	-
a	16.08	0.34	u	g	ff	ff	0.00	f	t	1.00	f	g	160.00	126.00	-
a	31.92	3.13	u	g	ff	ff	3.04	f	t	2.00	t	g	200.00	4.00	-
b	69.17	9.00	u	g	ff	ff	4.00	f	t	1.00	f	g	70.00	6.00	-
b	32.92	2.50	u	g	aa	v	1.75	f	t	2.00	t	g	720.00	0.00	-
b	16.33	2.75	u	g	aa	v	0.67	f	t	1.00	f	g	80.00	21.00	-
b	22.17	12.13	u	g	c	v	3.34	f	t	2.00	t	g	180.00	173.00	-
a	57.58	2.00	u	g	ff	ff	6.50	f	t	1.00	f	g	0.00	10.00	-
b	18.25	0.17	u	g	d	v	0.25	f	f	0.00	t	s	280.00	0.00	-
b	23.42	1.00	u	g	c	v	0.50	f	f	0.00	t	s	280.00	0.00	-
a	15.92	2.88	u	g	q	v	0.09	f	f	0.00	f	g	120.00	0.00	-
a	24.75	13.66	u	g	q	h	1.50	f	f	0.00	f	g	280.00	1.00	-
b	48.75	26.33	y	p	ff	ff	0.00	t	f	0.00	t	g	0.00	0.00	-
b	23.50	2.75	u	g	ff	ff	4.50	f	f	0.00	f	g	160.00	25.00	-
b	18.58	10.29	u	g	ff	ff	0.41	f	f	0.00	f	g	80.00	0.00	-
b	27.75	1.29	u	g	k	h	0.25	f	f	0.00	t	s	140.00	0.00	-
a	31.75	3.00	y	p	j	j	0.00	f	f	0.00	f	g	160.00	20.00	-
a	24.83	4.50	u	g	w	v	1.00	f	f	0.00	t	g	360.00	6.00	-
b	19.00	1.75	y	p	c	v	2.34	f	f	0.00	t	g	112.00	6.00	-
a	16.33	0.21	u	g	aa	v	0.13	f	f	0.00	f	g	200.00	1.00	-
a	18.58	10.00	u	g	d	v	0.41	f	f	0.00	f	g	80.00	42.00	-
